Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
INDIANA UNIV BLOOMINGTON PD,192865,MONROE,BLOOMINGTON,BLOOMINGTON,12/4/19,11:25 AM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN,TENTH,,,,Y,,,,,,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT TURN,JORDANAVETENTHST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,191885,MONROE,BLOOMINGTON,BLOOMINGTON,9/8/19,6:20 PM,1,0,1,0,0,,7TH,ST,,,,E 7TH,JORDAN,,,,Y,,,,39.168944,-86.516016,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$1001 TO $2500,RIGHT TURN,E7THSTJORDANAVE,1,STOP SIGN
BLOOMINGTON PD,B2001224,MONROE,PERRY,BLOOMINGTON,1/10/20,7:39 AM,1,0,1,0,0,,S HIGHLAND,AVE,,,,S HIGHLAND,E MILLER,,,,Y,,,,39.146992,-86.517392,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,EMILLERDRSHIGHLANDAVE,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,200024,MONROE,BLOOMINGTON,BLOOMINGTON,1/7/20,6:30 PM,1,0,1,0,0,,7TH,ST,,,,E 7TH,JORDAN,,,,Y,,,,39.168944,-86.516016,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT ANGLE,E7THSTJORDANAVE,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,192398,MONROE,BLOOMINGTON,BLOOMINGTON,10/17/19,3:45 PM,1,0,1,0,0,,THIRD,ST,,,,THIRD,MITCHELL,,,,Y,,75,E,39.16425,-86.51423648,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,MITCHELLSTTHIRDST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,191895,MONROE,BLOOMINGTON,BLOOMINGTON,9/9/19,3:50 PM,1,0,1,0,0,,FEE,LN,,,,FEE,11TH,,,,Y,,,,39.17347,-86.528015,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,11THSTFEELN,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,192285,MONROE,BLOOMINGTON,BLOOMINGTON,10/10/19,11:15 AM,1,0,1,0,0,,TENTH,ST,,,,TENTH,FEE,,,,Y,,200,E,39.17161,-86.5190373,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,UNDER $1001,SAME DIRECTION SIDESWIPE,FEELNTENTHST,1,LANE CONTROL
BLOOMINGTON PD,B1947896,MONROE,BLOOMINGTON,BLOOMINGTON,11/14/19,2:23 PM,1,0,1,0,0,,E VERMILYA,AVE,,,,E VERMILYA,SOUTH WALNUT,,,,Y,,,,39.14892,-86.53324,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,EVERMILYAAVESOUTHWALNUTST,1,STOP SIGN
BLOOMINGTON PD,B2018145,MONROE,PERRY,BLOOMINGTON,5/17/20,1:51 PM,1,0,1,0,0,,WALNUT STREET,PIKE,,,,WALNUT STREET,SHERWOOD HILLS,,,,Y,,,,39.13253,-86.52684,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,SHERWOODHILLSDRWALNUTSTREETPIKE,1,LANE CONTROL
BLOOMINGTON PD,B2031152,MONROE,BLOOMINGTON,BLOOMINGTON,8/29/20,11:36 AM,1,0,1,0,0,,E 3RD,ST,,,,E 3RD,ENTRANCE TO 2718 E 3RD,,,,Y,,,,,,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E3RDSTENTRANCETO2718E3RDST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,201442,MONROE,BLOOMINGTON,BLOOMINGTON,8/28/20,6:40 AM,1,0,1,0,0,900,,,SR46E,,,SR46E,,,,,Y,,,,,,STATE ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,SR46E,1,NONE
BLOOMINGTON PD,B2116385,MONROE,PERRY,BLOOMINGTON,5/19/21,6:02 PM,1,0,1,0,0,,E 3RD,ST,,,,E 3RD,S HILLSDALE,,,,Y,,,,39.164272,-86.502416,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,E3RDSTSHILLSDALERD,1,NONE
INDIANA UNIV BLOOMINGTON PD,213174,MONROE,BLOOMINGTON,BLOOMINGTON,10/14/21,1:05 PM,1,0,0,0,0,,E LAW,LN,,,,E LAW,FEE,,,,Y,,,,39.173984,-86.518919,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,ELAWLNFEELN,1,NONE
INDIANA UNIV BLOOMINGTON PD,213219,MONROE,BLOOMINGTON,BLOOMINGTON,10/16/21,11:20 AM,2,0,1,0,0,,JORDAN,AVE,,,,JORDAN,THIRD,,,,Y,,,,,,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,WRONG WAY ON ONE WAY,$2501 TO $5000,RIGHT ANGLE,JORDANAVETHIRDST,0,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2140790,MONROE,PERRY,BLOOMINGTON,11/10/21,5:47 PM,1,0,1,0,0,2846,EAST 3RD,ST,,,,EAST 3RD,,,,,Y,,,,39.161097,-86.496427,OTHER,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,EAST3RDST,1,NONE
BLOOMINGTON PD,B22-11512,MONROE,BLOOMINGTON,BLOOMINGTON,4/3/22,8:50 PM,2,,0,0,0,,N WALNUT ST,,,,,N WALNUT ST,,,,,Y,,0,,39.17515512,-86.53354992,PRIVATE DRIVE,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,UNDER $1001,BACKING CRASH,NWALNUTST,0,
BLOOMINGTON PD,B22-20668,MONROE,BLOOMINGTON,BLOOMINGTON,6/3/22,9:03 PM,1,,1,0,0,,N WASHINGTON ST,,,,,N WASHINGTON ST,E 7TH ST,,,,Y,,0,,39.16852148,-86.53232879,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,CONCRETE,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,NWASHINGTONSTE7THST,1,
BLOOMINGTON PD,B22-41298,MONROE,VAN BUREN,BLOOMINGTON,10/7/22,3:28 PM,2,,1,0,0,,W 3RD ST,,,,,W 3RD ST,S LIBERTY DR,,,,Y,,0,,39.16460593,-86.58066924,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,W3RDSTSLIBERTYDR,0,
BLOOMINGTON PD,B22-51818,MONROE,VAN BUREN,BLOOMINGTON,12/14/22,5:51 AM,1,,1,0,0,,W THIRD ST.,,,,,W THIRD ST.,LIBERTY DR,,,,Y,,0,,42.84314669,-87.85616998,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT TURN,WTHIRDST.LIBERTYDR,1,
INDIANA UNIV BLOOMINGTON PD,224041,MONROE,BLOOMINGTON,BLOOMINGTON,10/20/22,4:55 PM,1,,1,0,0,125,S JORDAN AVE,,,,,S JORDAN AVE,,,,,Y,,0,,39.16684747,-86.51529766,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,OPPOSITE DIRECTION SIDESWIPE,SJORDANAVE,1,
ELLETTSVILLE PD,EV1604604,MONROE,RICHLAND,ELLETTSVILLE,10/13/16,3:35 PM,1,0,0,0,0,5665,,,SR46,,,WEST SR46,,,,,Y,,,,39.2512,-86.652504,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,GRAVEL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WESTSR46ALY,1,NONE
MONROE SD,M13A113,MONROE,RICHLAND,BLOOMINGTON,1/12/13,3:20 PM,1,0,0,0,0,,OUTBACK,DR,,,,OUTBACK DR,,SR46W,,,N,OTHER,,,0,0,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,OUTBACKDRSR46W,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,51813069,MONROE,PERRY,BLOOMINGTON,5/18/13,9:22 AM,2,0,0,0,0,,S WALNUT,ST,,,,S WALNUT ST,WINSLOW,,,,Y,OTHER,,,39.136144,-86.528688,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SWALNUTSTWINSLOWRD,0,TRAFFIC CONTROL SIGNAL
MONROE SD,M13A706,MONROE,BLOOMINGTON,BLOOMINGTON,3/13/13,9:35 AM,2,0,2,0,0,,,,SR37S,,,SR37S,CROSSOVER,,,,N,OTHER,1500,S,39.14029095,-86.51947021,STATE ROAD,,N,N,RURAL,N,Y,N,,DAYLIGHT,BLOWING SAND/SOIL/SNOW,ICE,DRIVABLE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,REAR END,CROSSOVERRDSR37S,0,NONE
BLOOMINGTON PD,112113216,MONROE,PERRY,BLOOMINGTON,11/21/13,6:32 PM,1,0,1,0,0,,MADISON,ST,,,,S MADISON ST,3RD,,,,Y,OTHER,,,39.164704,-86.537296,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,,UNDER $1001,REAR END,SMADISONSTW3RDST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,90313216,MONROE,BLOOMINGTON,BLOOMINGTON,9/3/13,5:20 PM,1,0,1,0,0,,COLLEGE,AVE,,,,COLLEGE AVE,SMITH,,,,Y,OTHER,,,39.16285001,-86.53494,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$1001 TO $2500,RIGHT ANGLE,COLLEGEAVESMITHAVE,1,NONE
INDIANA UNIV BLOOMINGTON PD,132645,MONROE,BLOOMINGTON,BLOOMINGTON,10/2/13,7:11 PM,1,0,0,0,0,,JORDAN,AVE,,,,JORDAN AVE,7TH,,,,Y,OTHER,,,39.16885011,-86.51615984,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,7THSTJORDANAVE,1,LANE CONTROL
BLOOMINGTON PD,102213091,MONROE,PERRY,BLOOMINGTON,10/22/13,11:23 AM,1,0,1,0,0,,COVENANTER,DR,,,,COVENANTER DR,COLLEGE MALL,,,,Y,OTHER,,,39.15518023,-86.49773977,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,COLLEGEMALLRDCOVENANTERDR,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,133553,MONROE,BLOOMINGTON,BLOOMINGTON,12/13/13,8:52 PM,1,0,0,0,0,,PARK,AVE,,,,PARK AVE,SEVENTH,,,,Y,OTHER,,,39.16849932,-86.52462619,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,WET,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,PARKAVESEVENTHST,1,STOP SIGN
BLOOMINGTON PD,50214285,MONROE,BLOOMINGTON,BLOOMINGTON,5/2/14,2:05 PM,1,0,1,0,0,,E 10TH,ST,,,,E 10TH ST,N GRANT,,,,Y,OTHER,,,39.171696,-86.529696,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E10THSTNGRANTST,1,STOP SIGN
BLOOMINGTON PD,6192014,MONROE,BLOOMINGTON,BLOOMINGTON,6/19/14,12:25 PM,1,0,1,0,0,,KIRKWOOD,AVE,,,,KIRKWOOD AVE,WALNUT,,,,Y,OTHER,,,39.16664,-86.5336,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,KIRKWOODAVEWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,60514215,MONROE,PERRY,BLOOMINGTON,6/5/14,6:50 PM,1,0,1,0,0,,W 1ST,ST,,,,W 1ST ST,S MORTON,,,,Y,OTHER,20,E,39.159472,-86.536272,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,RIGHT ANGLE,SMORTONSTW1STST,1,YIELD SIGN
BLOOMINGTON PD,42014207,MONROE,PERRY,BLOOMINGTON,4/20/14,8:10 PM,1,0,1,0,0,528,SOUTH BASSWOOD,DR,,,,SOUTH BASSWOOD DR,,,,,Y,PRIVATE,,,39.15904328,-86.56723044,OTHER,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SOUTHBASSWOODDR,1,NONE
INDIANA UNIV BLOOMINGTON PD,141233,MONROE,BLOOMINGTON,BLOOMINGTON,4/23/14,3:40 PM,1,0,1,0,0,,UNION,ST,,,,UNION ST,10TH,,,,Y,OTHER,300,S,39.17064813,-86.50936,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,UNDER $1001,REAR END,10THSTUNIONST,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,142177,MONROE,BLOOMINGTON,BLOOMINGTON,8/29/14,3:21 PM,1,0,1,0,0,,NORTH JORDAN,AVE,,,,NORTH JORDAN AVE,1640 NORTH JORDAN,,,,Y,OTHER,900,E,39.178848,-86.511088,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,1640NORTHJORDANAVENORTHJORDANAVE,1,NONE
BLOOMINGTON PD,5121466,MONROE,BLOOMINGTON,BLOOMINGTON,5/12/14,7:56 AM,1,0,1,0,0,,COLLEGE,AVE,,,,COLLEGE AVE,4TH,,,,Y,OTHER,,,39.165664,-86.5348,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,4THSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,50914060,MONROE,BLOOMINGTON,BLOOMINGTON,5/9/14,3:13 AM,1,0,1,0,0,,N WALNUT,ST,,,,N WALNUT ST,12TH,,,,Y,OTHER,,,39.174352,-86.533472,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,12THSTNWALNUTST,1,NONE
BLOOMINGTON PD,72414066,MONROE,BLOOMINGTON,BLOOMINGTON,7/24/14,8:43 AM,1,0,1,0,0,,S WOODLAWN,AVE,,,,S WOODLAWN AVE,E 2ND,,,,Y,OTHER,,,39.16106969,-86.52264006,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$1001 TO $2500,RIGHT ANGLE,E2NDSTSWOODLAWNAVE,1,STOP SIGN
BLOOMINGTON PD,71514125,MONROE,BLOOMINGTON,BLOOMINGTON,7/15/14,12:50 PM,1,0,0,0,0,,ROGERS,ST,,,,ROGERS ST,11TH,,,,Y,OTHER,,,39.173184,-86.538528,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,HEAD ON BETWEEN TWO MOTOR VEHICLES,11THSTROGERSST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,151400,MONROE,BLOOMINGTON,BLOOMINGTON,5/8/15,12:23 PM,1,0,1,0,0,,7TH,ST,,,,7TH,PARK,,,,Y,,,,39.16864,-86.524496,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,7THSTPARKAVE,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,151982,MONROE,BLOOMINGTON,BLOOMINGTON,8/23/15,5:34 PM,1,0,1,0,0,,3RD,ST,,,,3RD,ROSE,,,,Y,,,,39.164352,-86.510944,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,RIGHT ANGLE,3RDSTROSEAVE,1,STOP SIGN
BLOOMINGTON PD,B1549927,MONROE,PERRY,BLOOMINGTON,11/22/15,1:40 PM,1,0,1,0,0,2486,S WINSLOW,CT,,,,S WINSLOW,,,,,Y,,,,39.13821257,-86.524,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SWINSLOWCT,1,NONE
INDIANA UNIV BLOOMINGTON PD,160974,MONROE,BLOOMINGTON,BLOOMINGTON,4/13/16,5:32 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN,10TH,,,,Y,,300,S,39.17073106,-86.51581866,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,$2501 TO $5000,LEFT TURN,10THSTJORDANAVE,1,NONE
BLOOMINGTON PD,B1623262,MONROE,BLOOMINGTON,BLOOMINGTON,6/18/16,3:35 PM,1,0,1,0,0,,N ROGERS,ST,,,,N ROGERS,W 7TH,,,,Y,,,,39.168704,-86.538576,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,NROGERSSTW7THST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,160279,MONROE,BLOOMINGTON,BLOOMINGTON,1/30/16,10:56 AM,1,0,0,0,0,,WOODLAWN,AVE,,,,WOODLAWN,ATWATER,,,,Y,,,,39.16312024,-86.52261994,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,ATWATERAVEWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1603972,MONROE,BLOOMINGTON,BLOOMINGTON,1/30/16,4:07 PM,1,0,1,0,0,2100,N WALNUT,ST,,,,N WALNUT,,,,,Y,,,,39.232544,-86.540704,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,NWALNUTST,1,NONE
BLOOMINGTON PD,B1622783,MONROE,PERRY,BLOOMINGTON,6/15/16,8:38 AM,1,0,1,0,0,,LAURA,WAY,,,,LAURA,JENNIFER,,,,Y,,300,N,39.15893339,-86.51879981,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$1001 TO $2500,REAR END,JENNIFERDRLAURAWAY,1,NONE
BLOOMINGTON PD,B1617903,MONROE,BLOOMINGTON,BLOOMINGTON,5/11/16,8:47 AM,1,0,1,0,0,,THIRD,ST,,,,THIRD,KINGSTON,,,,Y,,,,39.16424,-86.492944,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,KINGSTONDRTHIRDST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,162967,MONROE,BLOOMINGTON,BLOOMINGTON,11/20/16,8:06 AM,1,0,0,0,0,1809,E 10TH,ST,,,,E 10TH,,,,,Y,,,,39.17148166,-86.51025546,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT TURN,E10THST,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,172044,MONROE,BLOOMINGTON,BLOOMINGTON,9/9/17,10:23 AM,1,0,0,0,0,,,,SR46E,,,SR46E,E 10TH,,,,Y,,,,39.171648,-86.502096,STATE ROAD,Y,N,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E10THSTSR46E,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,172864,MONROE,BLOOMINGTON,BLOOMINGTON,11/16/17,5:18 PM,1,0,0,0,0,,10TH,ST,,,,10TH,,,,,Y,,,,39.171648,-86.502096,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,10THSTSR46,1,TRAFFIC CONTROL SIGNAL
