Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
ELLETTSVILLE PD,ELLETTSVILLE,6/21/2020,10:47 PM,1,0,1,0,0,,,,SR 46,N MATTHEWS DR (S),,,,39.23484,-86.62631,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,MATHEWSDRTEMPERANCEST,STOP SIGN
MONROE SD,BLOOMINGTON,6/23/2020,5:51 AM,1,0,1,0,1,,,,SR 37,,,5200,N,39.03416433,-86.53517006,STATE ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,MONROEDAMRDSR37N,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,6/24/2020,6:23 AM,2,0,0,0,0,,,,SR 48,S CURRY PIKE,,,,39.16464,-86.58296,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCURRYPIKEPIKEW3RDST,NONE
BLOOMINGTON PD,BLOOMINGTON,6/24/2020,10:11 AM,2,0,0,0,0,,,,E WINSLOW RD,S WALNUT ST PIKE,,,,39.136144,-86.528688,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EWINSLOWRDSWALNUTSTREETPIKE,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,6/24/2020,12:00 PM,2,0,0,0,0,,,,S SARE RD,E MOORES PIKE,,200,S,39.150448,-86.4992,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,EMOORESPIKESSARERD,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,6/24/2020,12:15 PM,1,0,1,0,0,,,,E GRIMES LN,S LINCOLN ST,,,,39.153424,-86.531152,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,EGRIMESLNSLINCOLNST,STOP SIGN
MONROE SD,BLOOMINGTON,6/24/2020,12:19 PM,2,0,0,0,0,,,,W GORDON PIKE,S WICKENS ST,,,,39.1218,-86.54793,COUNTY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,GORDONPIKEWICKENSST,STOP SIGN
MONROE SD,BLOOMINGTON,6/24/2020,3:06 PM,1,0,0,0,0,,,,S VICTOR PIKE,,,800,N,39.15726632,-86.56911589,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,FLUCKMILLRDVICTORPIKE,NONE
BLOOMINGTON PD,BLOOMINGTON,6/24/2020,3:30 PM,2,0,0,0,0,,,,W 3RD ST (N),S PATTERSON DR,,,,39.16441,-86.55196,LOCAL/CITY ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SPATTERSONDRW3RDST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,6/24/2020,3:50 PM,2,0,0,0,0,,,,E WINSLOW RD,S THE STANDS DR,,200,E,0,0,LOCAL/CITY ROAD,Y,URBAN,Y,N,Y,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,OPPOSITE DIRECTION SIDESWIPE,EWINSLOWSTSTHESTANDSRD,NONE
BLOOMINGTON PD,BLOOMINGTON,6/24/2020,4:10 PM,2,0,2,0,0,,,,SR 48,I-69 S,,,,39.16465,-86.57328,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,INTERSTATE69OPASW3RDST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,6/24/2020,6:08 PM,2,0,0,0,0,,,,S PATTERSON DR,W 3RD ST (N),,,,39.16441,-86.55196,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,PATTERSONAVETHIRDST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,6/25/2020,12:02 AM,1,0,0,0,0,,,,I-69 S,,,500,S,39.21288604,-86.52299,INTERSTATE,Y,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,I69SSAMPLERD,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,6/25/2020,9:18 AM,2,0,0,0,0,,,,S SARE RD,E ROGERS RD,,,,39.13584,-86.496288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,EROGERSRDSSARERD,YIELD SIGN
MONROE SD,BLOOMINGTON,6/25/2020,10:20 AM,1,0,1,0,0,,,,SR 46,,,1182,E,39.16686587,-86.45833576,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,CELL PHONE USAGE,RAN OFF ROAD,EKERRCREEKRDSR46E,LANE CONTROL
MONROE SD,BLOOMINGTON,6/25/2020,11:47 AM,2,0,0,0,0,,,,N CURRY PIKE,W JONATHAN DR,,,,39.16836,-86.58295,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,JONATHANDRNCURRYPIKE,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,6/25/2020,1:13 PM,2,0,1,0,0,,,,S WALNUT ST,W PINEWOOD DR,,,,39.13152,-86.53143,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,PINEWOODDRSWALNUTST,NONE
BLOOMINGTON PD,BLOOMINGTON,6/25/2020,2:53 PM,2,0,0,0,0,,,,S LIBERTY DR,W CONSTITUTION AVE,,,,39.1512,-86.57687,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SLIBERTYDRWCONSTITUTIONAVE,NONE
BLOOMINGTON PD,BLOOMINGTON,6/25/2020,3:45 PM,2,0,0,0,0,,,,SR 45,S LIBERTY DR,,,,0,0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SLIBERTYDRSR45E,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,6/25/2020,3:50 PM,2,0,0,0,0,,,,KINGSTON DR S,SR 46,,100,S,39.16424,-86.492944,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,SAME DIRECTION SIDESWIPE,E3RDSTSKINGSTONDR,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,6/25/2020,4:59 PM,4,,2,0,0,,103,A,I-69 N,SR 45/46,,211,W,39.18681865,-86.55171401,STATE ROAD,,URBAN,N,N,Y,X-OVER/LANE SHIFT,DAYLIGHT,CLEAR,DRY,,RAMP,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,WArlingtonRdSR37,
MONROE SD,BLOOMINGTON,6/25/2020,6:12 PM,1,0,0,0,0,,,,SR 46,N LOWER BIRDIE GALYAN RD,,500,E,39.16158391,-86.41219366,STATE ROAD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,BIRDIEGALYANRDSR46E,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,6/25/2020,7:00 PM,2,,0,0,0,,103,B,SR 45/46,I-69 N,,686,E,39.18705149,-86.54976673,STATE ROAD,,URBAN,N,Y,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,FOLLOWING TOO CLOSELY,LEFT TURN,WArlingtonRdSR37,
MONROE SD,BLOOMINGTON,6/25/2020,8:55 PM,1,0,0,0,0,,,,SR 46,,,1000,E,39.26455551,-86.66347879,STATE ROAD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NSTINESVILLERDSR46W,NONE
ELLETTSVILLE PD,ELLETTSVILLE,6/26/2020,12:05 AM,1,0,0,0,0,,,,E CHESTER DR,E TECUMSEH DR,,300,W,0,0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,CHESTERDRDEERRUNDR,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,6/26/2020,3:09 AM,1,0,1,0,0,,,,I-69 S,SR 45/46,,200,S,0,0,INTERSTATE,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COLLISION WITH OBJECT IN ROAD,I69S120,NONE
MONROE SD,BLOOMINGTON,6/26/2020,5:39 AM,2,0,0,0,0,,,,S HARMONY RD,,,2000,S,39.07444533,-86.6275778,COUNTY ROAD,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,HARMONYRDKOONTZRD,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,6/26/2020,10:30 AM,2,1,0,0,0,2620,,,ALLEY,,,,,39.170823,-86.500632,UNKNOWN,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,E10THSTREETLN,NONE
BLOOMINGTON PD,BLOOMINGTON,6/26/2020,11:43 AM,2,0,2,0,0,,,,SR 46,S SMITH RD,,,,39.16424,-86.480688,LOCAL/CITY ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,E3RDSTSMITHRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,6/26/2020,3:50 PM,2,0,1,0,0,,,,S ROGERS ST,W PATTERSON DR,,50,E,39.15381,-86.53874432,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,SROGERSSTWPATTERSONDR,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,6/26/2020,4:03 PM,2,0,0,0,0,,,,S WALNUT ST,ENTRANCE TO CVS/AUTOVEST,,,,39.13617441,-86.54210472,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,WCOUNTRYCLUBDRWALNUTST,NONE
MONROE SD,BLOOMINGTON,6/26/2020,6:23 PM,1,0,0,0,0,,,,N THOMPSON RIDGE RD,W SAMPLE RD,,250,N,39.29236946,-86.524215,COUNTY ROAD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,SAMPLERDTHOMPSONRIDGERD,NONE
MONROE SD,BLOOMINGTON,6/26/2020,9:17 PM,1,0,0,0,0,,,,E ANDERSON RD,E FARR RD,,,,39.28693,-86.43215,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,LOOSE MATERIAL ON ROAD,,T-INTERSECTION,CURVE/LEVEL,GRAVEL,RAN OFF ROAD RIGHT,RAN OFF ROAD,EASTANDERSONRDEASTFARRRD,NONE
MONROE SD,BLOOMINGTON,6/27/2020,1:25 AM,1,0,0,0,0,,,,SR 446,S OLD RICHARDSON RD,,50,N,39.11748015,-86.43134,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,OLDRICHARDSONRDSR446S,NONE
BLOOMINGTON PD,BLOOMINGTON,6/27/2020,2:00 AM,2,0,0,0,0,3881,,,E BARRINGTON DR,,,,,39.1726035,-86.48628567,UNKNOWN,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,EBARRINGTONDR,NONE
BLOOMINGTON PD,BLOOMINGTON,6/27/2020,2:40 AM,1,0,0,0,0,,,,S ROGERS ST,W HILLSIDE DR,,,,39.15064,-86.538592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,HILLSIDEAVEROGERST,NONE
BLOOMINGTON PD,BLOOMINGTON,6/27/2020,3:38 AM,2,0,0,0,0,,,,N WALNUT ST,W 11TH ST,,150,S,39.173248,-86.533488,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,REAR END,NWALNUTSTW11THST,NONE
MONROE SD,BLOOMINGTON,6/27/2020,6:07 PM,1,0,0,0,0,9687,,,SR 48,,,,,39.170096,-86.682256,US ROUTE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,RAN OFF ROAD,US48W,NONE
MONROE SD,BLOOMINGTON,6/27/2020,6:26 PM,1,0,0,0,0,9687,,,SR 48,,,,,39.170096,-86.682256,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SR48W,NONE
BLOOMINGTON PD,BLOOMINGTON,6/28/2020,1:40 PM,2,0,0,0,0,,,,S COLLEGE MALL RD,E 3RD ST,,,,39.16464,-86.534816,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,EAST3RDSTSOUTHCOLLEGEMALL,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,6/28/2020,2:00 PM,2,0,0,0,0,,Y,,I-69 S,SR 48,,,,39.16465,-86.57328,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,I69SWEST3RDST,NONE
BLOOMINGTON PD,BLOOMINGTON,6/28/2020,3:50 PM,2,0,0,0,0,,,,E WINSLOW RD,E ALLENDALE DR,,,,39.136,-86.51592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,ALLENDALEDREWINSLOWRD,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,6/28/2020,4:06 PM,2,0,0,0,0,,,,S COLLEGE AVE,W 6TH ST,,,,39.167648,-86.534784,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SCOLLEGEAVEW6THST,TRAFFIC CONTROL SIGNAL
MONROE SD,ELLETTSVILLE,6/28/2020,11:44 PM,2,0,0,0,0,,,,N SMITH PIKE,SR 46,,,,39.210144,-86.5832,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,NSMITHPIKESR46W,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,6/29/2020,12:11 AM,1,0,0,0,0,2713,,,N SMITH PIKE,,,200,N,39.19962131,-86.583152,COUNTY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NELSONLNSMITHPIKE,NONE
MONROE SD,BLOOMINGTON,6/29/2020,12:20 AM,1,0,1,0,0,,,,S OLD SR 37,,,2500,S,38.73745521,-86.54482,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SOUTHHARRODSBURGRDSOUTHOLDSTATEROAD37RD,NONE
MONROE SD,BLOOMINGTON,6/29/2020,12:57 AM,1,0,1,0,0,,,,SR 45,,,2640,N,39.46483439,-86.46887,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,MTGILEADRDSR45E,LANE CONTROL
ISP BLOOMINGTON 33,BLOOMINGTON,6/29/2020,1:20 AM,1,,0,0,1,,,,SR 37,S ZIKES RD,,0,S,39.05613299,-86.53607319,STATE ROAD,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR37nearZikesRoad,
BLOOMINGTON PD,BLOOMINGTON,6/29/2020,6:38 AM,2,0,0,0,0,,Y,,I-69 S,SR 48,,,,39.16465,-86.57328,INTERSTATE,Y,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,WET,,INTERCHANGE,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,I69STHIRDST,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,BLOOMINGTON,6/29/2020,7:23 AM,1,,1,0,0,,Y,115,I-69 S,W FULLERTON PIKE,,317,E,39.12242861,-86.57340314,INTERSTATE,,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,WET,,TRAFFIC CIRCLE/ROUNDABOUT,,ASPHALT,DRIVER ASLEEP OR FATIGUED,,I69FullertonPike,
BLOOMINGTON PD,BLOOMINGTON,6/29/2020,8:15 AM,2,0,0,0,0,,,,W 6TH ST,N WALNUT ST,,50,W,39.16755,-86.53359567,LOCAL/CITY ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,6THSTWALNUTST,NONE
MONROE SD,BLOOMINGTON,6/29/2020,1:45 PM,1,0,1,0,0,,,,N OARD RD,,,1000,E,39.18116,-86.63731663,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NOARDRDWVERANALPIKE,NONE
MONROE SD,BLOOMINGTON,6/29/2020,9:07 PM,1,0,1,0,0,,,,S OLD SR 37,S DELLSVILLE RD,,,,39.06614,-86.54152,COUNTY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SDELLSVILLERDSOLDSTATE37RD,NONE
MONROE SD,BLOOMINGTON,6/30/2020,7:37 AM,1,0,0,0,1,,,,S WALNUT ST,,,250,N,39.12570203,-86.5379,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SOLDSTATERDSROGERSST,NONE
BLOOMINGTON PD,BLOOMINGTON,6/30/2020,10:00 AM,2,0,0,0,0,,,,S SMITH RD,SR 46,,,,39.16424,-86.480688,LOCAL/CITY ROAD,Y,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,,BACKING CRASH,EAST3RDSTSOUTHSMITHRD,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,BLOOMINGTON,6/30/2020,12:30 PM,1,,0,0,0,,,,I-69 S,,,475,S,39.31365501,-86.51254379,INTERSTATE,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,WBurmaRdI-69,
MONROE SD,BLOOMINGTON,6/30/2020,3:37 PM,2,0,0,0,0,,,,S VICTOR PIKE,SR 37,,,,39.10680457,-86.55335044,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SOUTHSTATEROAD37RDSOUTHVICTORPIKE,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,6/30/2020,3:38 PM,2,0,0,0,0,3939,,,W INDUSTRIAL BLVD,ENTRANCE TO MEINEKE CAR CARE CENTER,,,,39.143808,-86.582592,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,HEAD ON BETWEEN TWO MOTOR VEHICLES,WINDUSTRIALBLVD,NONE
BLOOMINGTON PD,BLOOMINGTON,6/30/2020,4:15 PM,3,0,0,0,0,,,,S WALNUT ST,E 2ND ST,,1500,S,39.00278637,-86.53363,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST2NDSTSOUTHWALNUTST,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,6/30/2020,9:38 PM,1,0,1,0,0,,,,S ROGERS ST,W 3RD ST,,,,39.16472,-86.538592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SROGERSSTW3RDST,NONE
BLOOMINGTON PD,BLOOMINGTON,6/30/2020,10:26 PM,2,0,0,0,0,,,,SR 45/46,N KINSER PIKE,,,,39.186544,-86.537888,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,NKINSERPIKESR45E,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,BLOOMINGTON,7/1/2020,1:54 PM,2,,0,0,0,,,,W JACOB DR,N GATES DR,,0,S,39.165622,-86.576002,COUNTY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WJacobDrNGatesDr,
MONROE SD,BLOOMINGTON,7/1/2020,7:46 PM,1,0,0,0,1,,,,SR 45,,,9730,E,39.15265,-86.37145538,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR45SR46,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/1/2020,8:45 PM,2,0,0,0,0,,,,SR 46,E EASTGATE LN (S),,100,S,39.15955406,-86.50155,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,EASTGATELNLNSR46N,LANE CONTROL
