_id,Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
2593,BLOOMINGTON PD,BLOOMINGTON,2021-03-04T00:00:00,12:42 AM,2,0,0,0,0,"","","",S ROGERS ST,S ROCKPORT RD,"",,"",39.146448,-86.5388,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,REAR END,ROCKPORTRDROGERST,TRAFFIC CONTROL SIGNAL
2594,MONROE SD,BLOOMINGTON,2021-03-04T00:00:00,4:29 AM,1,0,0,0,1,"","","",SR 446,S DUTCH RIDGE RD,"",,"",,,STATE ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,DUTCHRIDGERDSR446,LANE CONTROL
2595,BLOOMINGTON PD,BLOOMINGTON,2021-03-04T00:00:00,5:10 AM,1,0,0,0,0,"","","",S SMITH RD,E STONEGATE DR,"",100,N,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SMITHRDSTONEGATEDR,NONE
2596,MONROE SD,BLOOMINGTON,2021-03-04T00:00:00,7:45 AM,2,0,0,0,0,"","","",S BUSHMILL DR,"","",200,S,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",T-INTERSECTION,CURVE/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,BUSHMILLDRLEIGHTONDR,NONE
2597,BLOOMINGTON PD,BLOOMINGTON,2021-03-04T00:00:00,3:27 PM,2,0,1,0,0,"","","",W OLD SR 37,N COLLEGE AVE,"",,"",39.186352,-86.534704,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,WRONG WAY ON ONE WAY,RIGHT ANGLE,NCOLLEGEAVENOLDSR37EXT,STOP SIGN
2598,MONROE SD,BLOOMINGTON,2021-03-04T00:00:00,3:37 PM,2,0,0,0,0,"","","",S OLD SR 37,W MONROE DAM RD,"",,"",,,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,OLDSTATERD37RDWMONROEDAMRD,STOP SIGN
2599,BLOOMINGTON PD,BLOOMINGTON,2021-03-04T00:00:00,4:44 PM,3,0,0,0,0,"","","",SR 45/46,N DUNN ST,"",,"",39.186352,-86.528496,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NDUNNSTSR4546E,TRAFFIC CONTROL SIGNAL
2600,MONROE SD,BLOOMINGTON,2021-03-04T00:00:00,4:52 PM,1,0,0,0,0,"","","",N CURRY PIKE,W VERNAL PIKE,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,CURRYPIKEVERNALPIKE,NONE
2601,MONROE SD,BLOOMINGTON,2021-03-04T00:00:00,6:07 PM,2,0,1,0,0,3585,"","",SR 45,ENTRANCE TO WALMART (NE),"",,"",,,UNKNOWN,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WSTATERD45RD,STOP SIGN
2602,BLOOMINGTON PD,BLOOMINGTON,2021-03-03T00:00:00,7:17 AM,1,0,0,0,1,"","","",SR 446,E BRIDGESTONE DR,"",100,N,,,STATE ROAD,N,URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,BRIDGESTONEDRSR446S,NONE
2603,BLOOMINGTON PD,BLOOMINGTON,2021-03-03T00:00:00,8:12 AM,2,0,0,0,0,"","","",E EASTGATE LN,"","",200,E,39.16996791,-86.50306912,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OPPOSITE DIRECTION SIDESWIPE,EASTGATELNHILLSDALEDR,NONE
2604,ELLETTSVILLE PD,ELLETTSVILLE,2021-03-03T00:00:00,9:19 AM,2,0,0,0,0,"","","",W REEVES RD,W EDGEWOOD DR,"",,"",39.231312,-86.63816,LOCAL/CITY ROAD,N,URBAN,Y,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EDGEWOODDRREEVESRD,STOP SIGN
2605,MONROE SD,BLOOMINGTON,2021-03-03T00:00:00,10:40 AM,2,0,1,1,0,"","","",S ROGERS ST,S HAYS DR (S),"",100,S,39.12504,-86.5388,LOCAL/CITY ROAD,N,RURAL,Y,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,SOUTHHAYSCTSOUTHROGERSST,NONE
2606,MONROE SD,BLOOMINGTON,2021-03-03T00:00:00,11:04 AM,2,0,0,0,0,"","","",S CURRY PIKE,W SIERRA DR,"",,"",39.1524,-86.582704,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SCURRYPIKESIERRADR,NONE
2607,BLOOMINGTON PD,BLOOMINGTON,2021-03-03T00:00:00,1:11 PM,1,0,0,0,0,"","","",W COUNTRY CLUB DR,S MILTON DR,"",500,W,39.13608,-86.538096,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SROGERSRDWCOUNTRYCLUBDR,NONE
2608,BLOOMINGTON PD,BLOOMINGTON,2021-03-03T00:00:00,1:20 PM,2,0,0,0,0,"","","",W JACOB DR,N GATES DR,"",,"",,,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,GATESDRJACOBDR,STOP SIGN
2609,BLOOMINGTON PD,BLOOMINGTON,2021-03-03T00:00:00,3:00 PM,2,0,0,0,0,"","","",W GRIMES LN,S WALNUT ST,"",,"",39.15344,-86.5336,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,SOUTHWALNUTSTWESTGRIMESLN,TRAFFIC CONTROL SIGNAL
2610,BLOOMINGTON PD,BLOOMINGTON,2021-03-03T00:00:00,5:45 PM,2,0,0,0,0,"","","",S WALNUT ST,"","",300,N,,,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EBURKSDRSWALNUTST,NONE
2611,MONROE SD,BLOOMINGTON,2021-03-03T00:00:00,7:25 PM,1,0,0,0,1,"","","",N CURRY PIKE,SR 46,"",,"",,,COUNTY ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,46HWYCURRYPIKEPIKE,NONE
2612,BLOOMINGTON PD,BLOOMINGTON,2021-03-02T00:00:00,5:59 AM,2,0,0,0,0,"","","",S COLLEGE MALL RD,ENTRANCE TO EASTLAND PLAZA,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,LEFT TURN,EASTLANDPLAZADRSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL
2613,BLOOMINGTON PD,BLOOMINGTON,2021-03-02T00:00:00,8:00 AM,2,0,1,0,0,"","","",SR 45/46,N WALNUT ST,"",,"",39.186368,-86.5344,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWALNUTSTSR4546W,TRAFFIC CONTROL SIGNAL
2614,MONROE SD,BLOOMINGTON,2021-03-02T00:00:00,8:53 AM,3,0,1,0,0,"","","",S WALNUT ST,S ROGERS ST,"",200,N,39.12038461,-86.537935,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SOUTHOLDSTATEROAD37RDSOUTHROGERSST,NONE
2615,MONROE SD,ELLETTSVILLE,2021-03-02T00:00:00,2:16 PM,2,0,0,0,0,"","","",N CURRY PIKE,SR 46,"",,"",,,COUNTY ROAD,N,RURAL,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,RIGHT TURN,NCURRYPIKEWSTATE46RD,TRAFFIC CONTROL SIGNAL
2616,BLOOMINGTON PD,BLOOMINGTON,2021-03-02T00:00:00,8:25 PM,3,0,1,0,0,"","","",E 3RD ST,S WASHINGTON ST,"",,"",39.16464,-86.5324,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,RIGHT ANGLE,E3RDSTSWASHINGTONST,TRAFFIC CONTROL SIGNAL
2617,BLOOMINGTON PD,BLOOMINGTON,2021-03-02T00:00:00,11:06 PM,2,0,0,0,0,"","","",S WALNUT ST,ENTRANCE TO SPRING DRY CLEANERS & LAUNDRY,"",500,N,,,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,BURKSDRWALNUTST,NONE
2618,MONROE SD,ELLETTSVILLE,2021-03-01T00:00:00,12:13 AM,1,0,2,0,0,"","","",N MATTHEWS DR,"","",500,S,39.245408,-86.6204,COUNTY ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,WET,"",FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,MAPLEGROVERDWESTMATTHEWSDR,NONE
2619,BLOOMINGTON PD,BLOOMINGTON,2021-03-01T00:00:00,7:14 AM,2,0,0,0,0,3534,"","",E JOHN HINKLE PL,"","",,"",39.171344,-86.49296,UNKNOWN,N,URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EJOHNHINKLEPL,NONE
2620,BLOOMINGTON PD,BLOOMINGTON,2021-03-01T00:00:00,7:55 AM,2,0,0,0,0,2200,"","",W 3RD ST,S MULLER PKWY,"",100,E,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,MULLERPKWYW3RDST,NONE
2621,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-03-01T00:00:00,12:40 PM,2,0,0,0,0,"","","",N DUNN ST,E 19TH ST,"",,"",,,UNKNOWN,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,IMPROPER TURNING,RIGHT TURN,DUNNSTNINETEENTHST,NONE
2622,BLOOMINGTON PD,BLOOMINGTON,2021-03-01T00:00:00,1:03 PM,2,0,2,0,0,"","","",E 10TH ST,N GRANT ST,"",,"",39.171696,-86.529696,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EAST10THSTNORTHGRANTST,STOP SIGN
2623,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-03-01T00:00:00,1:10 PM,3,0,0,0,0,"","","",SR 46,SR 45,"",,"",,,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR45SR46,TRAFFIC CONTROL SIGNAL
2624,BLOOMINGTON PD,BLOOMINGTON,2021-03-01T00:00:00,1:36 PM,2,0,0,0,0,"","","",E BURKS DR,S WALNUT ST,"",,"",,,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,OPPOSITE DIRECTION SIDESWIPE,EBURKSDRSWALNUTST,STOP SIGN
2625,BLOOMINGTON PD,BLOOMINGTON,2021-03-01T00:00:00,2:45 PM,2,0,0,0,0,"","","",S WALNUT ST PIKE,S HENDERSON ST,"",,"",39.133744,-86.526896,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SHENDERSONSTSWALNUTSTREETPIKE,STOP SIGN
2626,BLOOMINGTON PD,BLOOMINGTON,2021-02-28T00:00:00,2:30 AM,1,0,0,0,0,918,"","",W 3RD ST,ALLEY,"",,"",39.164352,-86.52231576,UNKNOWN,Y,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,OTHER - EXPLAIN IN NARRATIVE,W3RDST,NONE
2627,BLOOMINGTON PD,BLOOMINGTON,2021-02-28T00:00:00,2:37 AM,2,0,0,0,0,502,"","",W 6TH ST,N ROGERS ST,"",200,W,39.16768,-86.538592,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,NROGERSSTW6THST,NONE
2628,BLOOMINGTON PD,BLOOMINGTON,2021-02-28T00:00:00,2:53 AM,1,0,0,0,0,"","","",S PATTERSON DR,W PROSPECT ST,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,COLLISION WITH OBJECT IN ROAD,SPATTERSONDRWPROSPECTST,TRAFFIC CONTROL SIGNAL
2629,BLOOMINGTON PD,BLOOMINGTON,2021-02-28T00:00:00,3:19 AM,1,0,1,0,0,"","","",SR 45,N PETE ELLIS DR,"",300,E,39.171504,-86.495312,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,E10THSTNPETEELLISDR,NONE
2630,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-02-28T00:00:00,2:00 PM,2,0,0,0,0,"","","",E 3RD ST,S JORDAN AVE,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,JORDANAVETHIRDST,TRAFFIC CONTROL SIGNAL
2631,BLOOMINGTON PD,BLOOMINGTON,2021-02-28T00:00:00,2:05 PM,2,0,0,0,0,"","","",E 10TH ST,N LINCOLN ST,"",,"",39.171712,-86.530992,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,OTHER - EXPLAIN IN NARRATIVE,E10THSTNLINCOLNST,STOP SIGN
2632,BLOOMINGTON PD,BLOOMINGTON,2021-02-28T00:00:00,2:07 PM,1,0,1,0,0,"","","",I-69 N,"","",40,S,,,INTERSTATE,N,URBAN,N,Y,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I69N119.5,NONE
2633,BLOOMINGTON PD,BLOOMINGTON,2021-02-28T00:00:00,2:43 PM,2,0,1,0,0,"","","",SR 48,S GATES DR,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,NGATESDRW3RDST,NONE
2634,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-02-28T00:00:00,8:27 PM,2,0,0,0,0,"","","",S INDIANA AVE,E KIRKWOOD AVE,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,REAR END,INDIANAAVEKIRKWOODAVE,NONE
2635,BLOOMINGTON PD,BLOOMINGTON,2021-02-27T00:00:00,1:10 PM,2,0,0,0,0,316,"","",ALLEY,"","",,"",,,UNKNOWN,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,REAR END,EAST4THST,NONE
2636,BLOOMINGTON PD,BLOOMINGTON,2021-02-27T00:00:00,2:40 PM,2,0,0,0,0,"","","",S WALNUT ST,W COUNTRY CLUB DR,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHWALNUTSTWESTCOUNTRYCLUBDR,TRAFFIC CONTROL SIGNAL
2637,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-02-27T00:00:00,6:05 PM,2,0,1,0,0,"","","",SR 45,SR 45/46,"",,"",,,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR45SR46,TRAFFIC CONTROL SIGNAL
2638,BLOOMINGTON PD,BLOOMINGTON,2021-02-27T00:00:00,8:00 PM,2,0,0,0,0,900,"","",W KIRKWOOD AVE,N WALDRON ST,"",50,W,39.166736,-86.5436,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,900WKIRKWOODAVENWALDRONAVE,LANE CONTROL
2639,ISP BLOOMINGTON 33,BLOOMINGTON,2021-02-27T00:00:00,11:30 PM,3,,0,0,0,"","","",W 3RD ST,I-69,"",225,E,39.16461383,-86.57241523,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3rdStI69,""
2640,BLOOMINGTON PD,BLOOMINGTON,2021-02-26T00:00:00,12:37 AM,2,1,0,0,0,"","","",SR 48,I-69 S,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,I6937OPASW3RDST,NONE
2641,MONROE SD,BLOOMINGTON,2021-02-26T00:00:00,8:17 AM,2,0,0,0,0,"","","",S LIBERTY DR,SR 48,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SLIBERTYDRW3RDST,TRAFFIC CONTROL SIGNAL
2642,MONROE SD,BLOOMINGTON,2021-02-26T00:00:00,10:20 AM,1,0,0,0,0,5462,"","",W LEONARD SPRINGS RD,"","",500,E,,,COUNTY ROAD,Y,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SOUTHISONRDWESTLEONARDSPRINGSRD,NONE
2643,MONROE SD,ELLETTSVILLE,2021-02-26T00:00:00,2:57 PM,2,0,0,0,0,"","","",N SMITH PIKE,SR 46,"",,"",39.210144,-86.5832,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,REAR END,NSMITHPIKESR46W,NONE
2644,MONROE SD,BLOOMINGTON,2021-02-26T00:00:00,3:12 PM,2,0,0,0,0,"","","",E NORTHSHORE DR,N GRAY AVE,"",,"",,,COUNTY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,ENORTHSHOREDRNGRAYAVE,STOP SIGN
2645,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-02-26T00:00:00,6:30 PM,2,0,0,0,0,"","","",SR 45/46,E DISCOVERY PKWY,"",,"",,,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,LOOSE MATERIAL ON ROAD,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTDISCOVERYPKWYSR46S,NONE
2646,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-02-26T00:00:00,9:09 PM,2,0,0,0,0,"","","",SR 45/46,E 17TH ST,"",,"",,,STATE ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,EAST17THSTSR46,TRAFFIC CONTROL SIGNAL
2647,MONROE SD,BLOOMINGTON,2021-02-26T00:00:00,9:10 PM,2,0,0,0,0,"","","",S WALNUT ST,S FAIRFAX RD,"",,"",,,STATE ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,WET,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LEFT/RIGHT TURN,FAIRFAXRDSR37S,TRAFFIC CONTROL SIGNAL
2648,BLOOMINGTON PD,BLOOMINGTON,2021-02-26T00:00:00,10:39 PM,2,0,0,0,0,"","","",E 2ND ST,S WOODLAWN AVE,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,E2NDSTSWOODLAWNAVE,STOP SIGN
2649,MONROE SD,ELLETTSVILLE,2021-02-25T00:00:00,8:33 AM,2,0,0,0,0,"","","",S KETCHAM RD,S NATIONAL POINT RD,"",75,E,,,COUNTY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,SOUTHKETCHAMRDSOUTHNATIONALPOINTRD,NONE
2650,ISP BLOOMINGTON 33,BLOOMINGTON,2021-02-25T00:00:00,8:44 AM,1,,0,0,0,"","","",E BETHEL LN,"","",0,S,39.21523924,-86.51029214,COUNTY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,ICE,"",NO JUNCTION INVOLVED,"",ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,EBethelLn1500ftwestofHinkleRd,""
2651,ISP BLOOMINGTON 33,BLOOMINGTON,2021-02-25T00:00:00,10:45 AM,3,,0,0,0,8228,"","",I-69 N,"","",1373,N,39.3164831,-86.51096868,INTERSTATE,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE SPEED,RIGHT ANGLE,I-69129.5,""
2652,BLOOMINGTON PD,BLOOMINGTON,2021-02-25T00:00:00,12:09 PM,2,0,0,0,0,1391,"","",W 3RD ST,"","",75,E,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,LEFT/RIGHT TURN,1391W3RDSTPATTERSONDR,LANE CONTROL
