Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
INDIANA UNIV BLOOMINGTON PD,192865,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,TENTH,,,,Y,,,,,,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT TURN,EAGLESON AVEAVETENTHST,1,TRAFFIC CONTROL SIGNAL,2019-12-04 11:25:00,
INDIANA UNIV BLOOMINGTON PD,191885,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,7TH,ST,,,,E 7TH,EAGLESON AVE,,,,Y,,,,39.168944,-86.516016,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$1001 TO $2500,RIGHT TURN,E7THSTEAGLESON AVEAVE,1,STOP SIGN,2019-09-08 18:20:00,
BLOOMINGTON PD,B2001224,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,S HIGHLAND,AVE,,,,S HIGHLAND,E MILLER,,,,Y,,,,39.146992,-86.517392,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,EMILLERDRSHIGHLANDAVE,1,STOP SIGN,2020-01-10 07:39:00,
INDIANA UNIV BLOOMINGTON PD,200024,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,7TH,ST,,,,E 7TH,EAGLESON AVE,,,,Y,,,,39.168944,-86.516016,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT ANGLE,E7THSTEAGLESON AVEAVE,1,STOP SIGN,2020-01-07 18:30:00,
INDIANA UNIV BLOOMINGTON PD,192398,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,3RD,ST,,,,3RD,MITCHELL,,,,Y,,75.0,E,39.16425,-86.51423648,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,MITCHELLST3RDST,1,STOP SIGN,2019-10-17 15:45:00,
INDIANA UNIV BLOOMINGTON PD,191895,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,FEE,LN,,,,FEE,11TH,,,,Y,,,,39.17347,-86.528015,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,11THSTFEELN,1,STOP SIGN,2019-09-09 15:50:00,
INDIANA UNIV BLOOMINGTON PD,192285,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,TENTH,ST,,,,TENTH,FEE,,,,Y,,200.0,E,39.17161,-86.5190373,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,UNDER $1001,SAME DIRECTION SIDESWIPE,FEELNTENTHST,1,LN CONTROL,2019-10-10 11:15:00,
BLOOMINGTON PD,B1947896,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E VERMILYA,AVE,,,,E VERMILYA,S WALNUT,,,,Y,,,,39.14892,-86.53324,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,EVERMILYAAVESOUTHWALNUTST,1,STOP SIGN,2019-11-14 14:23:00,
BLOOMINGTON PD,B2018145,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,WALNUT ST,PK,,,,WALNUT ST,SHERWOOD HILLS,,,,Y,,,,39.13253,-86.52684,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,SHERWOODHILLSDRWALNUTSTPK,1,LN CONTROL,2020-05-17 13:51:00,
BLOOMINGTON PD,B2031152,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 3RD,ST,,,,E 3RD,ENTRANCE TO 2718 E 3RD,,,,Y,,,,,,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E 3RDSTENTRANCETO2718E 3RDST,1,STOP SIGN,2020-08-29 11:36:00,
INDIANA UNIV BLOOMINGTON PD,201442,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,900.0,,,ST RD 46E,,,ST RD 46E,,,,,Y,,,,,,ST RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,ST RD 46E,1,NONE,2020-08-28 06:40:00,
BLOOMINGTON PD,B2116385,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,E 3RD,ST,,,,E 3RD,S HILLSDALE,,,,Y,,,,39.164272,-86.502416,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,E 3RDSTSHILLSDALERD,1,NONE,2021-05-19 18:02:00,
INDIANA UNIV BLOOMINGTON PD,213174,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,E LAW,LN,,,,E LAW,FEE,,,,Y,,,,39.173984,-86.518919,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,ELAWLNFEELN,1,NONE,2021-10-14 13:05:00,
INDIANA UNIV BLOOMINGTON PD,213219,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,3RD,,,,Y,,,,,,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,WRONG WAY ON ONE WAY,$2501 TO $5000,RIGHT ANGLE,EAGLESON AVEAVE 3RDST,0,TRAFFIC CONTROL SIGNAL,2021-10-16 11:20:00,
BLOOMINGTON PD,B2140790,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,2846.0,E 3RD,ST,,,,E 3RD,,,,,Y,,,,39.161097,-86.496427,OTHER,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,EAST3RDST,1,NONE,2021-11-10 17:47:00,
BLOOMINGTON PD,B22-11512,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0.0,0,0,,N WALNUT ST,,,,,N WALNUT ST,,,,,Y,,0.0,,39.17515512,-86.53354992,PRIVATE DR,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,UNDER $1001,BACKING CRASH,NWALNUTST,0,,2022-04-03 20:50:00,
BLOOMINGTON PD,B22-20668,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0,0,,N WASHINGTON ST,,,,,N WASHINGTON ST,E 7TH ST,,,,Y,,0.0,,39.16852148,-86.53232879,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,CONCRETE,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,NWASHINGTONSTE7THST,1,,2022-06-03 21:03:00,
BLOOMINGTON PD,B22-41298,MONROE,VAN BUREN,BLOOMINGTON,2,,1.0,0,0,,W 3RD ST,,,,,W 3RD ST,S LIBERTY DR,,,,Y,,0.0,,39.16460593,-86.58066924,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,W 3RDSTSLIBERTYDR,0,,2022-10-07 15:28:00,
BLOOMINGTON PD,B22-51818,MONROE,VAN BUREN,BLOOMINGTON,1,,1.0,0,0,,W 3RD ST,,,,,W 3RD ST,LIBERTY DR,,,,Y,,0.0,,42.84314669,-87.85616998,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT TURN,W 3RDSTLIBERTYDR,1,,2022-12-14 05:51:00,
INDIANA UNIV BLOOMINGTON PD,224041,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0,0,125.0,S EAGLESON AVE,,,,,S EAGLESON AVE,,,,,Y,,0.0,,39.16684747,-86.51529766,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,OPPOSITE DIRECTION SIDESWIPE,SEAGLESON AVEAVE,1,,2022-10-20 16:55:00,
ELLETTSVILLE PD,EV1604604,MONROE,RICHLAND,ELLETTSVILLE,1,0.0,0.0,0,0,5665.0,,,ST RD 46,,,W ST RD 46,,,,,Y,,,,39.2512,-86.652504,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,GRAVEL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WESTST RD 46ALY,1,NONE,2016-10-13 15:35:00,
MONROE SD,M13A113,MONROE,RICHLAND,BLOOMINGTON,1,0.0,0.0,0,0,,OUTBACK,DR,,,,OUTBACK DR,,ST RD 46 W,,,N,OTHER,,,0.0,0.0,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,OUTBACKDRST RD 46 W,1,TRAFFIC CONTROL SIGNAL,2013-01-12 15:20:00,
BLOOMINGTON PD,51813069,MONROE,PERRY,BLOOMINGTON,2,0.0,0.0,0,0,,S WALNUT,ST,,,,S WALNUT ST,WINSLOW,,,,Y,OTHER,,,39.136144,-86.528688,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SWALNUTSTWINSLOWRD,0,TRAFFIC CONTROL SIGNAL,2013-05-18 09:22:00,
MONROE SD,M13A706,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,2.0,0,0,,,,S ST RD 37,,,S ST RD 37,CROSSOVER,,,,N,OTHER,1500.0,S,39.14029095,-86.51947021,ST RD,,N,N,RURAL,N,Y,N,,DAYLIGHT,BLOWING SAND/SOIL/SNOW,ICE,DRIVABLE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,REAR END,CROSSOVERRDS ST RD 37,0,NONE,2013-03-13 09:35:00,
BLOOMINGTON PD,112113216,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,MADISON,ST,,,,S MADISON ST,3RD,,,,Y,OTHER,,,39.164704,-86.537296,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,,UNDER $1001,REAR END,SMADISONSTW 3RDST,1,TRAFFIC CONTROL SIGNAL,2013-11-21 18:32:00,
BLOOMINGTON PD,90313216,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,COLLEGE,AVE,,,,COLLEGE AVE,SMITH,,,,Y,OTHER,,,39.16285001,-86.53494,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$1001 TO $2500,RIGHT ANGLE,COLLEGEAVESMITHAVE,1,NONE,2013-09-03 17:20:00,
INDIANA UNIV BLOOMINGTON PD,132645,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,7TH,,,,Y,OTHER,,,39.16885011,-86.51615984,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,7THSTEAGLESON AVEAVE,1,LN CONTROL,2013-10-02 19:11:00,
BLOOMINGTON PD,102213091,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,COVENANTER,DR,,,,COVENANTER DR,COLLEGE MALL,,,,Y,OTHER,,,39.15518023,-86.49773977,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,COLLEGEMALLRDCOVENANTERDR,1,LN CONTROL,2013-10-22 11:23:00,
INDIANA UNIV BLOOMINGTON PD,133553,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,PARK,AVE,,,,PARK AVE,SEVENTH,,,,Y,OTHER,,,39.16849932,-86.52462619,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,WET,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,PARKAVESEVENTHST,1,STOP SIGN,2013-12-13 20:52:00,
BLOOMINGTON PD,50214285,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 10TH,ST,,,,E 10TH ST,N GRANT,,,,Y,OTHER,,,39.171696,-86.529696,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E 10THSTNGRANTST,1,STOP SIGN,2014-05-02 14:05:00,
BLOOMINGTON PD,6192014,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,KIRKWOOD,AVE,,,,KIRKWOOD AVE,WALNUT,,,,Y,OTHER,,,39.16664,-86.5336,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,KIRKWOODAVEWALNUTST,1,TRAFFIC CONTROL SIGNAL,2014-06-19 12:25:00,
BLOOMINGTON PD,60514215,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,W 1ST,ST,,,,W 1ST,S MORTON,,,,Y,OTHER,20.0,E,39.159472,-86.536272,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,RIGHT ANGLE,SMORTONSTW1STST,1,YIELD SIGN,2014-06-05 18:50:00,
BLOOMINGTON PD,42014207,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,528.0,S BASSWOOD,DR,,,,S BASSWOOD DR,,,,,Y,PRIVATE,,,39.15904328,-86.56723044,OTHER,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SOUTHBASSWOODDR,1,NONE,2014-04-20 20:10:00,
INDIANA UNIV BLOOMINGTON PD,141233,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,UNION,ST,,,,UNION ST,10TH,,,,Y,OTHER,300.0,S,39.17064813,-86.50936,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,UNDER $1001,REAR END,10THSTUNIONST,1,LN CONTROL,2014-04-23 15:40:00,
INDIANA UNIV BLOOMINGTON PD,142177,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,N EAGLESON AVE,AVE,,,,N EAGLESON AVE,1640 N EAGLESON AVE,,,,Y,OTHER,900.0,E,39.178848,-86.511088,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,1640NORTHEAGLESON AVEAVENORTHEAGLESON AVEAVE,1,NONE,2014-08-29 15:21:00,
BLOOMINGTON PD,5121466,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,COLLEGE,AVE,,,,COLLEGE AVE,4TH,,,,Y,OTHER,,,39.165664,-86.5348,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,4THSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL,2014-05-12 07:56:00,
BLOOMINGTON PD,50914060,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,N WALNUT,ST,,,,N WALNUT ST,12TH,,,,Y,OTHER,,,39.174352,-86.533472,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,12THSTNWALNUTST,1,NONE,2014-05-09 03:13:00,
BLOOMINGTON PD,72414066,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,S WOODLAWN,AVE,,,,S WOODLAWN AVE,E 2ND,,,,Y,OTHER,,,39.16106969,-86.52264006,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$1001 TO $2500,RIGHT ANGLE,E 2NDSTSWOODLAWNAVE,1,STOP SIGN,2014-07-24 08:43:00,
BLOOMINGTON PD,71514125,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,ROGERS,ST,,,,ROGERS ST,11TH,,,,Y,OTHER,,,39.173184,-86.538528,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,HEAD ON BETWEEN TWO MOTOR VEHICLES,11THSTROGERSST,1,STOP SIGN,2014-07-15 12:50:00,
INDIANA UNIV BLOOMINGTON PD,151400,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,7TH,ST,,,,7TH,PARK,,,,Y,,,,39.16864,-86.524496,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,7THSTPARKAVE,1,LN CONTROL,2015-05-08 12:23:00,
INDIANA UNIV BLOOMINGTON PD,151982,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,3RD,ST,,,,3RD,ROSE,,,,Y,,,,39.164352,-86.510944,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,RIGHT ANGLE,3RDSTROSEAVE,1,STOP SIGN,2015-08-23 17:34:00,
BLOOMINGTON PD,B1549927,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,2486.0,S WINSLOW,CT,,,,S WINSLOW,,,,,Y,,,,39.13821257,-86.524,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SWINSLOWCT,1,NONE,2015-11-22 13:40:00,
INDIANA UNIV BLOOMINGTON PD,160974,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,10TH,,,,Y,,300.0,S,39.17073106,-86.51581866,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,$2501 TO $5000,LEFT TURN,10THSTEAGLESON AVEAVE,1,NONE,2016-04-13 17:32:00,
BLOOMINGTON PD,B1623262,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,N ROGERS,ST,,,,N ROGERS,W 7TH,,,,Y,,,,39.168704,-86.538576,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,NROGERSSTW7THST,1,STOP SIGN,2016-06-18 15:35:00,
INDIANA UNIV BLOOMINGTON PD,160279,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,WOODLAWN,AVE,,,,WOODLAWN,ATWATER,,,,Y,,,,39.16312024,-86.52261994,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,ATWATERAVEWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL,2016-01-30 10:56:00,
BLOOMINGTON PD,B1603972,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,2100.0,N WALNUT,ST,,,,N WALNUT,,,,,Y,,,,39.232544,-86.540704,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,NWALNUTST,1,NONE,2016-01-30 16:07:00,
BLOOMINGTON PD,B1622783,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,LAURA,WAY,,,,LAURA,JENNIFER,,,,Y,,300.0,N,39.15893339,-86.51879981,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$1001 TO $2500,REAR END,JENNIFERDRLAURAWAY,1,NONE,2016-06-15 08:38:00,
BLOOMINGTON PD,B1617903,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,3RD,ST,,,,3RD,KINGSTON,,,,Y,,,,39.16424,-86.492944,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,KINGSTONDR3RDST,1,TRAFFIC CONTROL SIGNAL,2016-05-11 08:47:00,
INDIANA UNIV BLOOMINGTON PD,162967,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,1809.0,E 10TH,ST,,,,E 10TH,,,,,Y,,,,39.17148166,-86.51025546,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT TURN,E 10THST,1,LN CONTROL,2016-11-20 08:06:00,
INDIANA UNIV BLOOMINGTON PD,172044,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 46E,,,ST RD 46E,E 10TH,,,,Y,,,,39.171648,-86.502096,ST RD,Y,N,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E 10THSTST RD 46E,1,TRAFFIC CONTROL SIGNAL,2017-09-09 10:23:00,
