Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
MONROE SD,M22A20255,MONROE,VAN BUREN,BLOOMINGTON,2,,1.0,0.0,0.0,,S HARMONY RD,,,,,S HARMONY RD,W MAY RD,,,,N,,1700.0,,39.09842427,-86.63839764,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WESTMAYRDSHARMONYRD,1,,2022-08-18 22:10:00,
BLOOMINGTON PD,B2242323,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,E 3RD ST,,,,,E 3RD ST,S SMITH RD,,,,Y,,0.0,,39.16421263,-86.4812488,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,SSMITHRDE 3RDST,1,,2022-10-13 11:30:00,
BLOOMINGTON PD,B22-42141,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,N WALNUT ST,,,,,N WALNUT ST,E 6TH ST,,,,Y,,317.0,,39.16804764,-86.53360481,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,NWALNUTSTE6THST,1,,2022-09-30 09:00:00,
BLOOMINGTON PD,B23-21033,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,N WALNUT ST,,,,,N WALNUT ST,E 19TH ST,,,,Y,,0.0,,39.18149222,-86.53374539,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,NWALNUTSTE19THST,1,,2023-04-22 22:08:00,
MONROE SD,M16A26815,MONROE,RICHLAND,ELLETTSVILLE,1,0.0,1.0,0.0,0.0,,,,ST RD 46 W,,,ST RD 46 W,FOREST PARK,,,,Y,OTHER,500.0,E,39.21150714,-86.58557742,ST RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,SAME DIRECTION SIDESWIPE,FORESTPARKDRST RD 46 W,1,LN CONTROL,2016-12-01 07:04:00,
ELLETTSVILLE PD,E2003492,MONROE,RICHLAND,ELLETTSVILLE,1,0.0,1.0,0.0,0.0,,,,ST RD 46 W,,,ST RD 46 W,FOREST PARK,,,,Y,,100.0,W,39.21215347,-86.58752598,ST RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,COLLISION WITH OBJECT IN RD,FORESTPARKDRST RD 46 W,1,NONE,2020-05-24 22:01:00,
MONROE SD,M14A1271,MONROE,BEAN BLOSSOM,STINESVILLE,1,0.0,1.0,0.0,0.0,9210.0,W WOLF MOUNTAIN,RD,,,,W WOLF MOUNTAIN RD,,,,,N,PRIVATE,,,39.31304932,-86.666893,OTHER,,N,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,WET,NONE,NO JUNCTION INVOLVED,NON-RDWAY CRASH,OTHER - EXPLAIN IN NARRATIVE,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WESTWOLFMOUNTAINRD,1,NONE,2014-04-23 06:30:00,
BLOOMINGTON PD,22013055,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W 1ST,ST,,,,W 1ST,S ROGERS,,,,Y,OTHER,,,39.17664,-86.538496,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,SROGERSSTW1STST,1,STOP SIGN,2013-02-20 09:50:00,
BLOOMINGTON PD,41913002,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,ST,,,,WALNUT ST,7TH,,,,Y,OTHER,,,39.1685497,-86.53359018,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,7THSTWALNUTST,1,TRAFFIC CONTROL SIGNAL,2013-04-19 00:01:00,
BLOOMINGTON PD,11314121,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WASHINGTON,ST,,,,WASHINGTON ST,4TH,,,,Y,OTHER,,,39.16557983,-86.53235033,LOCAL/CITY RD,,,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,4THSTWASHINGTONST,1,STOP SIGN,2014-01-13 06:25:00,
BLOOMINGTON PD,91214081,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,520.0,S WALNUT,ST,,,,S WALNUT ST,,,,,Y,PRIVATE,,,39.1707889,-86.53353274,OTHER,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,SWALNUTST,1,STOP SIGN,2014-09-12 06:44:00,
BLOOMINGTON PD,91914074,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WASHINGTON,ST,,,,WASHINGTON ST,3RD,,,,Y,OTHER,,,39.16464,-86.5324,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,3RDSTWASHINGTONST,0,TRAFFIC CONTROL SIGNAL,2014-09-19 06:30:00,
BLOOMINGTON PD,B1407425,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,HENDERSON,ST,,,,HENDERSON ST,1ST,,,,Y,OTHER,,,39.159344,-86.52712,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,1STSTHENDERSONST,1,STOP SIGN,2014-09-24 12:32:00,
BLOOMINGTON PD,B1409623,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,N COLLEGE,AVE,,,,N COLLEGE AVE,7TH,,,,Y,OTHER,60.0,S,39.168656,-86.534784,LOCAL/CITY RD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,7THSTNCOLLEGEAVE,2,NONE,2014-10-09 09:29:00,
BLOOMINGTON PD,B1411605,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,W 3RD,,,,,W 3RD,S FRANKLIN,,,,Y,,100.0,W,39.164688,-86.5712,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,SAME DIRECTION SIDESWIPE,SOUTHFRANKLINDRWEST3RDST,0,NONE,2014-10-22 18:55:00,
BLOOMINGTON PD,B1412915,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,,,,,WALNUT,1ST,,,,Y,,,,39.17784,-86.533408,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,FIRSTSTWALNUTST,1,TRAFFIC CONTROL SIGNAL,2014-10-31 09:41:00,
INDIANA UNIV BLOOMINGTON PD,143575,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,EAGLESON AVE,,,,,EAGLESON AVE,7TH,,,,Y,,,,39.168944,-86.516016,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,VIEW OBSTRUCTED,UNDER $1001,RIGHT ANGLE,7THSTEAGLESON AVEAVE,1,STOP SIGN,2014-12-16 07:28:00,
BLOOMINGTON PD,B1420294,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,2700.0,N WALNUT,,,,,N WALNUT,,,,,Y,,,,39.19396833,-86.53335147,LOCAL/CITY RD,,Y,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NORTHWALNUTST,1,NONE,2014-12-28 23:30:00,
BLOOMINGTON PD,B1503474,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 3RD,,,,,E 3RD,S PARKRIDGE,,,,Y,,,,39.16421995,-86.4763002,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,SAME DIRECTION SIDESWIPE,E 3RDSTSPARKRIDGERD,1,TRAFFIC CONTROL SIGNAL,2015-01-26 07:30:00,
BLOOMINGTON PD,B1505653,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,DUNN,,,,,DUNN,KIRKWOOD,,,,Y,,,,39.16664,-86.528192,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,LEFT TURN,DUNNSTKIRKWOODAVE,1,STOP SIGN,2015-02-10 15:50:00,
BLOOMINGTON PD,B1509737,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,1.0,0.0,0.0,1622.0,W 7TH,,,,,W 7TH,,,,,Y,,,,39.168848,-86.55378253,OTHER,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,MUDDY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,GRAVEL,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,$1001 TO $2500,RAN OFF RD,W7THST,1,NONE,2015-03-10 20:30:00,
BLOOMINGTON PD,B1515023,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,KENNEDY,,,,,KENNEDY,KENNEDY,,,,Y,,90.0,W,39.123744,-86.52810935,LOCAL/CITY RD,,Y,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,KENNEDYCTKENNEDYDR,1,NONE,2015-04-16 08:57:00,
BLOOMINGTON PD,B1525547,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 3RD,ST,,,,E 3RD,S HILLSDALE,,,,Y,,,,39.164272,-86.502416,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT TURN,E 3RDSTSHILLSDALEDR,1,STOP SIGN,2015-06-22 21:00:00,
BLOOMINGTON PD,B1536214,MONROE,BLOOMINGTON,BLOOMINGTON,1,1.0,1.0,0.0,0.0,413.0,HENDERSON,ST,,,,S HENDERSON,,,,,Y,,,,0.0,0.0,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,TOW HITCH FAILURE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,SHENDERSONST,1,NONE,2015-08-28 12:17:00,
INDIANA UNIV BLOOMINGTON PD,152995,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 17TH,ST,,,,E 17TH,FEE,,,,Y,,100.0,W,39.178928,-86.518992,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,E17THSTFEELN,1,OTHER,2015-11-04 15:42:00,
INDIANA UNIV BLOOMINGTON PD,153383,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 3RD,ST,,,,E 3RD,S WOODLAWN,,,,Y,,300.0,W,39.164352,-86.522592,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,COLLISION WITH OBJECT IN RD,E 3RDSTSWOODLAWNAVE,1,LN CONTROL,2015-12-12 01:30:00,
BLOOMINGTON PD,B1627946,MONROE,BLOOMINGTON,BLOOMINGTON,1,1.0,0.0,1.0,0.0,,N WALNUT,ST,,,,N WALNUT,ST RD 37,,,,Y,,308.0,S,39.20704,-86.534704,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NWALNUTSTOLDST RD 37RD,1,LN CONTROL,2016-07-21 04:07:00,
BLOOMINGTON PD,B1630777,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,TAPP,RD,,,,TAPP,LEONARD SPRINGS,,,,Y,,,,39.13704,-86.582512,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,LEONARDSPRINGSRDTAPPRD,2,TRAFFIC CONTROL SIGNAL,2016-08-09 10:43:00,
BLOOMINGTON PD,B1640822,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,528.0,S COLLEGE,AVE,,,,S COLLEGE,,,,,Y,,,,39.16115717,-86.53485253,OTHER,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,SCOLLEGEAVE,1,NONE,2016-10-11 17:38:00,
BLOOMINGTON PD,B1641069,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,215.0,S WESTPLEX,AVE,,,,S WESTPLEX,,,,,Y,,,,39.109248,-86.53336194,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,BACKING CRASH,SWESTPLEXAVE,1,NONE,2016-10-13 13:45:00,
BLOOMINGTON PD,B1642759,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,ROGERS,ST,,,,ROGERS,6TH,,,,Y,,,,39.16768,-86.538592,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,6THSTROGERSST,1,STOP SIGN,2016-10-24 20:56:00,
BLOOMINGTON PD,B1643965,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S ST RD 37,,,S ST RD 37,W 3RD,,,,Y,,400.0,N,39.16584824,-86.57304798,ST RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,RAMP,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,S ST RD 37W 3RDST,1,NONE,2016-11-01 04:39:00,
BLOOMINGTON PD,B1644229,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N ROGERS,ST,,,,N ROGERS,W 10TH,,,,Y,,,,39.17140022,-86.53859987,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,NROGERSSTW10THST,1,NONE,2016-11-02 19:20:00,
INDIANA UNIV BLOOMINGTON PD,163058,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,10TH,ST,,,,10TH,FEE,,,,Y,,373.0,W,39.17159354,-86.52000406,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,10THSTFEELN,1,OTHER REGULATORY SIGN/MARKING,2016-12-06 17:55:00,
INDIANA UNIV BLOOMINGTON PD,170463,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,JONES,,,,Y,,100.0,N,39.17597478,-86.51640996,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN RD,JONESAVEEAGLESON AVEAVE,1,OTHER,2017-02-20 19:05:00,
ISP BLOOMINGTON 33,2.017E+11,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,ST RD 37,,,ST RD 37,TAPP,,,,Y,,,,0.0,0.0,ST RD,,N,N,URBAN,N,N,Y,WORK ON SHOULDER,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,RIGHT ANGLE,ST RD 37TAPPRD,1,LN CONTROL,2017-09-04 22:02:00,
BLOOMINGTON PD,B1738198,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,565.0,S PARK RIDGE,RD,,,,S PARK RIDGE,,,,,Y,,,,39.16158324,-86.47636046,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,BACKING CRASH,SPARKRIDGERD,1,NONE,2017-09-17 13:54:00,
BLOOMINGTON PD,B1748105,MONROE,PERRY,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,S LINCOLN,ST,,,,S LINCOLN,E GRIMES,,,,Y,,,,39.153424,-86.531152,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,EGRIMESLNSLINCOLNST,0,STOP SIGN,2017-11-24 15:35:00,
INDIANA UNIV BLOOMINGTON PD,173047,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,3RD,,,,Y,,,,39.16426,-86.51653,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,3RDSTEAGLESON AVEAVE,1,TRAFFIC CONTROL SIGNAL,2017-12-10 16:30:00,
MONROE SD,M17A30766,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S SMITH,RD,,,,S SMITH,E ROGERS,,,,N,OTHER,500.0,N,39.13584,-86.480496,COUNTY RD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$5001 TO $10000,SAME DIRECTION SIDESWIPE,EASTROGERSRDSOUTHSMITHRD,1,NONE,2017-12-23 22:53:00,
BLOOMINGTON PD,B1801166,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,SARE,RD,,,,SARE,WINSTON,,,,Y,,,,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,SARERDWINSTONST,1,STOP SIGN,2018-01-09 19:01:00,
INDIANA UNIV BLOOMINGTON PD,180150,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,INDIANA,AVE,,,,INDIANA,KIRKWOOD,,,,Y,,,,39.16664,-86.526896,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,INDIANAAVEKIRKWOODAVE,1,STOP SIGN,2018-01-16 11:40:00,
INDIANA UNIV BLOOMINGTON PD,180369,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,7TH,ST,,,,7TH,FORREST,,,,Y,,,,39.168495,-86.52232,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,7THSTFORRESTAVE,1,STOP SIGN,2018-02-05 13:15:00,
BLOOMINGTON PD,B1807077,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S COLLEGE MALL,RD,,,,S COLLEGE MALL,PRIVATE LOT EASTLAND PLAZA,,,,Y,,,,0.0,0.0,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,LEFT/RIGHT TURN,PRIVATELOTEASTLANDPLAZASCOLLEGEMALLRD,1,TRAFFIC CONTROL SIGNAL,2018-02-21 12:15:00,
BLOOMINGTON PD,B1823475,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,ST,,,,WALNUT,1 ST,,,,Y,,,,39.643035,-86.85849,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH ANIMAL OTHER,1STSTWALNUTST,1,TRAFFIC CONTROL SIGNAL,2018-06-12 12:27:00,
INDIANA UNIV BLOOMINGTON PD,182152,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,INDIANA,AVE,,,,INDIANA,SEVENTH,,,,Y,,,,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT TURN,INDIANAAVESEVENTHST,1,STOP SIGN,2018-09-21 11:13:00,
BLOOMINGTON PD,B1843113,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,HENDERSON,ST,,,,HENDERSON,MILLER,,,,Y,,,,39.14691,-86.52693,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,UNDER $1001,RIGHT TURN,HENDERSONSTMILLERDR,1,STOP SIGN,2018-10-19 16:09:00,
INDIANA UNIV BLOOMINGTON PD,182989,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WOODLAWN,AVE,,,,WOODLAWN,8TH,,,,Y,,,,39.169552,-86.52344,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,E8THSTWOODLAWNAVE,1,STOP SIGN,2018-12-05 12:03:00,
BLOOMINGTON PD,B1917703,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,ROGERS,ST,,,,S ROGERS,COOLIDGE,,,,Y,,,,39.14125,-86.53883,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,SROGERSSTWCOOLIDGEDR,1,STOP SIGN,2019-05-01 16:49:00,
